Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
0/20,0/20,50,2500,1040.954108953476,,,,0.0
0/20,1/20,100,5000,1518.1500508785248,,,,0.03
0/20,2/20,150,7500,2320.6456112861633,,,,0.01
0/20,3/20,200,10000,4574.7619869709015,12.045176893472672,0.17709509143605828,4.51516181230545,0.03
